"marker","chr","pos","lod"
"16_13500169","16",48.856034,0.0154368198332122
"16_14911808","16",49.358035,0.268373577913053
"c16.loc50","16",50,0.260702011845524
"16_14964416","16",52.017536,0.237316615826558
"16_15813994","16",52.117037,0.252546866845478
"16_15611288","16",54.009538,0.142638716377178
"16_15708354","16",55.679539,0.114644060289265
"16_16216489","16",55.97854,0.057714445549891
"16_19027656","16",56.531041,0.088315594255846
"16_18232369","16",56.531042,0.0883155779667959
"16_17330464","16",56.531043,0.0883155419951436
"16_19266135","16",57.542544,0.197738244773063
"16_19830398","16",57.642545,0.190818369245108
"16_19529525","16",57.642546,0.190818361076936
"16_19924082","16",59.534547,0.272041130193656
"c16.loc60","16",60,0.270463408582145
"16_20248493","16",60.136548,0.271634954477349
"16_20304713","16",61.090549,0.323428779726783
"16_20666264","16",61.74255,0.301209553402487
"16_22246438","16",62.093051,0.322840376951945
"16_20724188","16",62.093052,0.322840362901616
"16_22482333","16",62.193053,0.256372154763994
"16_22580044","16",62.950554,0.263137130941686
"c16.loc70","16",70,0.263821995629769
"16_22676335","16",72.753555,0.264179267682721
"16_23486995","16",78.413056,0.263400854023075
"16_22811338","16",79.993557,0.756376746346405
"c16.loc80","16",80,0.75038988860706
"16_22877339","16",80.093058,0.624345699777905
"16_23164495","16",80.193059,0.639523279950026
"16_23084690","16",80.74606,0.692760208487016
"16_23327502","16",82.766061,0.934457222115725
"17_394787","17",0,0.730538903119395
"17_1629617","17",0.099501,0.7305381319361
"17_640103","17",0.199502,0.734987631977901
"17_765729","17",2.150503,0.747361291692414
"17_888795","17",2.501504,0.716992722274199
"17_1237387","17",3.620505,0.718342832370581
"17_1756458","17",3.921006,0.713055146493616
"17_2443257","17",3.970507,0.884241951320746
"17_3492286","17",4.020508,0.868391540706625
"17_4131742","17",4.070509,0.916987011253696
"17_4713215","17",4.32051,1.06679903959525
"17_4966290","17",4.370011,0.969491517138067
"17_5060931","17",4.872512,0.922279121839665
"17_5258199","17",5.072513,0.858767354665588
"17_5357866","17",5.829014,0.86770284071531
"c17.loc10","17",10,0.872798907703327
"17_5447096","17",18.319515,0.886073097801727
"c17.loc20","17",20,0.89377878236337
"c17.loc30","17",30,0.963473170512543
"17_5999935","17",33.074016,0.987128131990403
"17_6121150","17",33.374517,1.00975289538906
"17_6207888","17",34.127018,1.00155217910651
"c17.loc40","17",40,1.03718150460986
"17_6429775","17",45.670019,1.07704166896224
"17_6553174","17",45.81952,1.06657561853308
"17_7134878","17",45.869521,1.01441488360774
"17_7609398","17",46.119522,1.08557472216648
"17_7780366","17",46.169023,1.15048547142692
"17_7695724","17",46.269024,1.19914427870094
"17_8226581","17",46.771525,1.20141758889986
"17_8539748","17",46.871026,1.25720720888557
"17_8608505","17",46.971027,1.19854895894377
"17_8686547","17",47.170528,1.22482011225225
"17_8750761","17",47.979529,1.22023023989777
"17_9005479","17",49.46553,1.23121606603809
"17_9197188","17",49.615531,1.26866901152403
"c17.loc50","17",50,2.03256176783157
"17_9353710","17",50.067032,2.0471805478187
"17_10298694","17",50.620533,1.80036733937254
"17_9938493","17",50.870534,1.79242217577644
"17_10369486","17",52.622035,2.45764934424142
"17_6623514","17",52.721536,1.45323150360582
"17_8934947","17",53.022037,1.61613533001673
"17_10746329","17",53.882538,1.58711694470139
"17_11747237","17",53.982039,1.64629707494964
"17_11961661","17",54.89404,1.63196593972702
"17_12164305","17",55.961541,1.18204486937498
"17_12640993","17",58.971542,1.13141229056077
"c17.loc60","17",60,1.13944038426007
"17_12330680","17",63.784543,1.17230231634244
"17_12396147","17",68.070544,1.33185995484587
"17_13991916","17",68.930545,1.38707122579149
"c17.loc70","17",70,1.76925769161153
"17_16303050","17",70.154046,1.80770741414062
"17_16552770","17",70.454547,1.48772728839231
"17_17582924","17",70.554048,1.33585118216524
"17_18015932","17",71.312049,1.23396144265325
"17_17142778","17",71.31205,1.23396131528489
"18_721947","18",0,0.0829466192951713
"18_70737","18",7.257501,0.33813006712262
"18_227536","18",7.407502,0.3468853325694
"18_474745","18",7.706503,0.336423644968818
"18_823493","18",8.007004,0.37781731945779
"18_1143128","18",8.560505,0.397763612153767
"18_983057","18",8.560506,0.397763612153085
"c18.loc10","18",10,0.308207821301266
"18_1782705","18",11.697507,0.196671812376508
"18_2022059","18",12.200508,0.130883689662369
"18_2200869","18",12.300009,0.128702334549189
"18_2662553","18",12.55001,0.149836252225668
"18_2813601","18",12.600011,0.150134666600934
"18_3084390","18",12.749512,0.133414319683652
"18_3190122","18",12.799513,0.143430321031474
"18_3488083","18",13.302014,0.149739139198346
"18_3402250","18",14.058015,0.135281490145871
"18_3555950","18",14.208016,0.143853331444689
"18_3752475","18",14.508017,0.136441786735759
"18_3952793","18",15.008518,0.207141615785758
"c18.loc20","18",20,0.313626624816834
"18_6135846","18",22.857519,0.48992430198291
"18_6012983","18",22.90702,0.490046295484262
"18_6229663","18",23.156521,0.530980607080892
"18_6710920","18",24.980522,0.385546378474373
"18_6936362","18",25.783523,0.599647892548091
"18_7076548","18",26.334024,0.677519658164783
"18_7128961","18",26.433525,0.757765843858806
"18_7569505","18",28.414026,0.910822499857659
"18_7653397","18",28.765027,0.829925117330731
"18_7809270","18",29.872528,0.908740048673508
"c18.loc30","18",30,0.879611261629407
"18_8237032","18",30.375029,0.814916396981516
"18_8343849","18",30.97653,0.854424298088588
"18_8494785","18",31.628031,1.10333611011879
"18_8998759","18",32.785032,1.23928913368536
"18_7997064","18",33.186533,1.20350570526375
"18_9598522","18",37.483534,0.935810405557277
"18_9651215","18",37.733035,0.765093666973598
"c18.loc40","18",40,0.735837213567038
"18_10304487","18",42.625036,0.667460434177883
"18_10584610","18",43.427537,1.03472084777104
"18_10762383","18",44.740538,0.947044250134695
"18_10907482","18",46.000539,1.45939934010767
"18_11215764","18",48.60554,1.40229834019692
"18_11286900","18",49.007041,1.31694702359664
"18_11482876","18",49.708542,1.38037267474738
"c18.loc50","18",50,1.43187244431192
"18_11553491","18",50.160543,1.43589666745834
"18_11419262","18",53.170544,1.72118689415333
"18_13686865","18",58.718045,1.8049540692823
"18_13446367","18",59.119546,1.64395067368923
"c18.loc60","18",60,1.42144006678245
"18_13860028","18",61.963047,0.916063147107934
"18_14135632","18",62.213048,0.977150335247188
"18_14215513","18",62.363049,0.959450237068268
"18_14491995","18",63.68205,0.871857729169733
"18_14551153","18",64.081551,0.856653451674219
"18_14734468","18",69.126052,0.133953125472317
"18_14788154","18",69.126053,0.133953125472317
"18_14846541","18",69.126054,0.133953125466633
"18_17295477","18",69.325555,0.105359360539524
"18_17449458","18",69.525556,0.099466480741512
"18_18048055","18",69.625557,0.127332783742077
"18_18227410","18",69.725058,0.115462031392326
"c18.loc70","18",70,0.107784111323099
"18_20579251","18",71.637059,0.106856961189123
"18_20761725","18",73.56956,0.101400698714997
"18_22144736","18",75.934061,0.133363092559648
"18_22455321","18",77.353062,0.130068163541409
"18_22586109","18",78.005063,0.089715959797104
"18_22656666","18",78.507564,0.105054014504731
"18_22829291","18",79.111565,0.138590277649428
"c18.loc80","18",80,0.155910063439251
"18_23201357","18",80.597566,0.195665864157945
"18_22955610","18",81.351567,0.164349399607545
"18_23738824","18",82.263568,0.217555943587286
"18_24904198","18",84.347069,0.220704846080935
"18_27803197","18",87.00307,0.126746411674276
"18_27872983","18",87.153071,0.154183130825686
"18_28307719","18",87.754072,0.153911366122429
"c18.loc90","18",90,0.224188385917842
"18_31650949","18",91.154573,0.313809700458478
"18_31185354","18",95.863074,0.792696180053781
"18_31885147","18",96.264075,0.68478507731993
"18_32908620","18",98.719576,0.693144512863228
"c18.loc100","18",100,0.859712169949489
"18_34123552","18",101.644077,1.0020584767467
"18_34523455","18",102.043578,0.628708568550337
"18_34381037","18",102.243579,0.622294149440222
"19_4132489","19",0,1.2099335872972
"19_1954527","19",8.299001,0.752225321548394
"c19.loc10","19",10,0.715251448150639
"19_197793","19",19.758502,0.444403217023137
"19_5269","19",19.808503,0.451760721257187
"c19.loc20","19",20,0.414702574752255
"19_271672","19",20.008004,0.413243521520371
"19_377073","19",20.208005,0.471999166230489
"19_472320","19",20.558006,0.451172359587417
"19_900536","19",21.367007,0.270694744972161
"19_984249","19",21.517008,0.283629587516543
"19_1219270","19",22.471009,0.342878840282538
"19_1306780","19",22.77101,0.341173369969283
"19_1367967","19",22.820511,0.338446974637463
"19_1471481","19",24.451012,0.494013100383881
"19_1612358","19",24.651013,0.560682189244289
"19_2096267","19",27.792014,0.480390780173821
"19_2366639","19",28.498515,0.589482177833361
"19_2600280","19",28.648016,0.492803292606823
"19_2689517","19",29.099017,0.596284691328037
"c19.loc30","19",30,0.542042701709988
"19_2847152","19",30.155518,0.530260236091863
"19_3299138","19",31.059519,0.473802437381664
"19_3372376","19",31.71102,0.551648250579092
"19_3429612","19",32.211521,0.5843815999458
"19_3532026","19",32.611022,0.713367413428614
"19_3653862","19",33.263523,0.657327691966429
"19_4492595","19",36.184024,0.623919377565926
"19_4706082","19",36.885025,0.795201171187955
"19_5003967","19",37.536526,0.824996663258617
"19_5072068","19",37.887527,0.819871044348702
"19_5314072","19",38.740528,0.656502377762081
"19_5485618","19",39.294029,0.621339361532819
"19_5807614","19",39.74603,0.637169596152717
"c19.loc40","19",40,0.650524967719775
"19_6382258","19",42.781531,0.756686704128015
"19_6693425","19",43.385532,0.770331515888756
"19_7055420","19",43.888033,0.74761100090268
"19_7474984","19",44.390534,0.754850258486613
"19_6602361","19",45.666035,0.769697503707448
"19_7169706","19",46.423536,0.701639200548243
"19_7238559","19",47.075037,0.688070456703372
"19_7350707","19",47.526538,0.739171430861461
"19_7548460","19",48.387039,0.739429540845777
"c19.loc50","19",50,0.995885786514009
"19_8299444","19",51.31454,1.15706618771537
"19_8133480","19",51.614541,1.29682384620401
"19_8367018","19",53.048042,1.21247097586524
"19_8566871","19",53.198043,1.10071564684199
"19_8657020","19",53.751544,1.01816897630101
"19_9045752","19",55.318045,0.813050894309526
"19_8787547","19",56.024546,0.756925440171017
"19_9229826","19",57.937047,1.1565670568757
"19_9486156","19",58.388548,1.17893327648972
"19_9695699","19",59.343549,1.44364287103531
"c19.loc60","19",60,1.73348833772138
"19_10825978","19",60.09655,1.7605557869415
"19_9748768","19",60.096551,1.76055578693263
"19_10336006","19",60.397052,1.57890823626803
"19_10514939","19",60.747553,1.46675081836747
"19_10666680","19",60.997554,1.54472052927144
"19_10724583","19",61.197555,1.37037542966277
"19_11030882","19",61.547556,1.36610881063052
"19_10968935","19",61.897557,1.32502849772436
"19_14747580","19",63.106558,1.03364620835418
"19_14659354","19",63.607059,1.06812477397284
"19_17622217","19",63.90706,1.1752959880198
"19_16452320","19",65.065061,1.25341429588889
"19_16370721","19",65.921562,1.36183095122237
"19_19077261","19",66.885063,1.45946926843089
"19_19968859","19",68.866064,1.5186863351646
"c19.loc70","19",70,1.52217852895205
"19_21537562","19",70.352065,1.50514386752775
"19_23034666","19",73.587566,1.31241673529507
"19_23614226","19",75.212067,1.19772463485219
"19_24632229","19",77.327568,1.07782533749537
