Name,Longitude,Latitude,Solution status,Correction type
row_8_8,-93.63155810777104,44.8680011107925,FIX,RTK
row_8_9,-93.63154871710923,44.86800107900837,FIX,RTK
row_8_10,-93.63153705521896,44.86800103953693,FIX,RTK
row_8_11,-93.63152583325126,44.86800100155447,FIX,RTK
row_8_12,-93.63151455526042,44.86800096338239,FIX,RTK
row_8_13,-93.63150245647971,44.86800092243222,FIX,RTK
row_8_14,-93.63148928671269,44.86800087785714,FIX,RTK
row_8_15,-93.63147763576552,44.86800083842274,FIX,RTK
row_8_16,-93.63146895266182,44.868000809033454,FIX,RTK
row_8_17,-93.631454758174,44.86800076099005,FIX,RTK
row_8_18,-93.63144186321226,44.86800071734509,FIX,RTK
row_8_19,-93.6314318751246,44.86800068353888,FIX,RTK
row_8_20,-93.63142049915749,44.86800064503519,FIX,RTK
row_8_21,-93.63140684122092,44.868000598807825,FIX,RTK
row_8_22,-93.63139566992591,44.868000560996876,FIX,RTK
row_8_23,-93.63138502037093,44.86800052495184,FIX,RTK
row_8_24,-93.63137451074539,44.86800048938041,FIX,RTK
row_8_25,-93.63136419902646,44.868000454478825,FIX,RTK
row_8_26,-93.63135183180168,44.86800041262007,FIX,RTK
row_8_27,-93.6313398418056,44.868000372038104,FIX,RTK
row_8_28,-93.63132927894691,44.8680003362865,FIX,RTK
row_8_29,-93.6313178996781,44.86800029777163,FIX,RTK
row_8_30,-93.6313058592115,44.86800025701884,FIX,RTK
row_8_31,-93.63129298031382,44.868000213428246,FIX,RTK
row_8_32,-93.63128116071815,44.86800017342303,FIX,RTK
row_8_33,-93.6312718677631,44.86800014196961,FIX,RTK
row_8_34,-93.63125950148165,44.868000100114045,FIX,RTK
row_8_35,-93.63124846159866,44.86800006274788,FIX,RTK
row_8_36,-93.6312370291641,44.86800002405307,FIX,RTK
row_8_37,-93.6312263100824,44.8679999877727,FIX,RTK
row_8_38,-93.63121255140692,44.86799994120437,FIX,RTK
row_8_39,-93.63120036020254,44.86799989994138,FIX,RTK
row_8_40,-93.63119194282028,44.86799987145147,FIX,RTK
row_8_41,-93.63117841151171,44.867999825652696,FIX,RTK
row_8_42,-93.63116803107462,44.867999790518525,FIX,RTK
row_8_43,-93.63115519183913,44.86799974706218,FIX,RTK
row_8_44,-93.63114306097029,44.8679997060034,FIX,RTK
row_8_45,-93.63113273201445,44.867999671043485,FIX,RTK
row_8_46,-93.6311222839373,44.86799963568038,FIX,RTK
row_8_47,-93.63110926457114,44.86799959161435,FIX,RTK
row_8_48,-93.63109730423746,44.867999551132776,FIX,RTK
row_8_49,-93.63108580382593,44.86799951220788,FIX,RTK
row_8_50,-93.63107433402014,44.867999473386575,FIX,RTK
row_8_51,-93.63106262617386,44.86799943375959,FIX,RTK
row_8_52,-93.63105106508989,44.867999394629344,FIX,RTK
row_8_53,-93.63104238501832,44.86799936525032,FIX,RTK
row_8_54,-93.63102949511014,44.86799932162246,FIX,RTK
row_8_55,-93.63101895339646,44.867999285942425,FIX,RTK
row_8_56,-93.63100672057587,44.86799924453858,FIX,RTK
row_8_57,-93.63099356566003,44.86799920001377,FIX,RTK
row_8_58,-93.63098285320905,44.86799916375585,FIX,RTK
row_8_59,-93.63097288,44.86799913,FIX,RTK
